time,PM2.5
27/03/2021 09:21:12,0.0
27/03/2021 09:21:13,0.06
27/03/2021 09:21:19,0.119
27/03/2021 09:21:20,0.179
27/03/2021 09:21:23,0.239
27/03/2021 09:21:25,0.299
27/03/2021 09:21:31,0.358
27/03/2021 09:21:37,0.418
27/03/2021 09:21:39,0.478
27/03/2021 09:21:45,0.537
27/03/2021 09:21:47,0.597
27/03/2021 09:21:49,0.657
27/03/2021 09:21:50,0.716
27/03/2021 09:21:53,0.776
27/03/2021 09:21:59,0.836
27/03/2021 09:22:00,0.896
27/03/2021 09:22:04,0.955
27/03/2021 09:22:08,1.015
27/03/2021 09:22:09,1.075
27/03/2021 09:22:19,1.134
27/03/2021 09:22:23,1.194
27/03/2021 09:22:25,1.254
27/03/2021 09:22:28,1.313
27/03/2021 09:22:34,1.373
27/03/2021 09:22:35,1.433
27/03/2021 09:22:41,1.493
27/03/2021 09:22:43,1.552
27/03/2021 09:22:49,1.612
27/03/2021 09:22:54,1.672
27/03/2021 09:22:57,1.731
27/03/2021 09:23:01,1.791
27/03/2021 09:23:04,1.851
27/03/2021 09:23:10,1.91
27/03/2021 09:23:15,1.97
27/03/2021 09:23:17,2.03
27/03/2021 09:23:21,2.09
27/03/2021 09:23:28,2.149
27/03/2021 09:23:34,2.209
27/03/2021 09:23:38,2.269
27/03/2021 09:23:43,2.328
27/03/2021 09:23:51,2.388
27/03/2021 09:23:53,2.448
27/03/2021 09:24:00,2.507
27/03/2021 09:24:04,2.567
27/03/2021 09:24:06,2.627
27/03/2021 09:24:13,2.687
27/03/2021 09:24:21,2.746
27/03/2021 09:24:23,2.806
27/03/2021 09:24:29,2.866
27/03/2021 09:24:31,2.925
27/03/2021 09:24:35,2.985
27/03/2021 09:24:37,3.045
27/03/2021 09:24:43,3.104
27/03/2021 09:24:45,3.164
27/03/2021 09:24:50,3.224
27/03/2021 09:24:51,3.284
27/03/2021 09:24:58,3.343
27/03/2021 09:24:59,3.403
27/03/2021 09:25:07,3.463
27/03/2021 09:25:15,3.522
27/03/2021 09:25:18,3.582
27/03/2021 09:25:21,3.642
27/03/2021 09:25:23,3.701
27/03/2021 09:25:26,3.761
27/03/2021 09:25:27,3.821
27/03/2021 09:25:34,3.881
27/03/2021 09:25:36,3.94
27/03/2021 09:25:38,4.0
27/03/2021 09:25:40,4.06
27/03/2021 09:25:43,4.119
27/03/2021 09:25:49,4.179
27/03/2021 09:25:56,4.239
27/03/2021 09:25:59,4.299
27/03/2021 09:26:05,4.358
27/03/2021 09:26:07,4.418
27/03/2021 09:26:13,4.478
27/03/2021 09:26:16,4.537
27/03/2021 09:26:20,4.597
27/03/2021 09:26:24,4.657
27/03/2021 09:26:30,4.716
27/03/2021 09:26:34,4.776
27/03/2021 09:26:39,4.836
27/03/2021 09:26:41,4.896
27/03/2021 09:26:47,4.955
27/03/2021 09:26:50,5.015
27/03/2021 09:26:55,5.075
27/03/2021 09:26:59,5.134
27/03/2021 09:27:04,5.194
27/03/2021 09:27:07,5.254
27/03/2021 09:27:10,5.313
27/03/2021 09:27:14,5.373
27/03/2021 09:27:16,5.433
27/03/2021 09:27:21,5.493
27/03/2021 09:27:25,5.552
