time,PM2.5
27/03/2021 09:21:12,0.26
27/03/2021 09:21:13,0.72
27/03/2021 09:21:19,1.15
27/03/2021 09:21:20,1.32
27/03/2021 09:21:23,1.21
27/03/2021 09:21:25,0.93
27/03/2021 09:21:31,0.77
27/03/2021 09:21:37,0.44
27/03/2021 09:21:39,0.25
27/03/2021 09:21:45,0.49
27/03/2021 09:21:47,0.29
27/03/2021 09:21:49,0.0
27/03/2021 09:21:50,0.0
27/03/2021 09:21:53,0.0
27/03/2021 09:21:59,0.0
27/03/2021 09:22:00,0.0
27/03/2021 09:22:04,0.25
27/03/2021 09:22:08,0.0
27/03/2021 09:22:09,0.0
27/03/2021 09:22:19,0.0
27/03/2021 09:22:23,0.0
27/03/2021 09:22:25,0.46
27/03/2021 09:22:28,0.57
27/03/2021 09:22:34,0.27
27/03/2021 09:22:35,0.0
27/03/2021 09:22:41,0.0
27/03/2021 09:22:43,0.0
27/03/2021 09:22:49,0.0
27/03/2021 09:22:54,0.0
27/03/2021 09:22:57,0.0
27/03/2021 09:23:01,0.0
27/03/2021 09:23:04,0.0
27/03/2021 09:23:10,0.0
27/03/2021 09:23:15,0.0
27/03/2021 09:23:17,0.0
27/03/2021 09:23:21,0.0
27/03/2021 09:23:28,0.0
27/03/2021 09:23:34,0.0
27/03/2021 09:23:38,0.0
27/03/2021 09:23:43,0.0
27/03/2021 09:23:51,0.44
27/03/2021 09:23:53,0.63
27/03/2021 09:24:00,1.07
27/03/2021 09:24:04,1.29
27/03/2021 09:24:06,1.62
27/03/2021 09:24:13,1.8
27/03/2021 09:24:21,1.37
27/03/2021 09:24:23,1.6
27/03/2021 09:24:29,1.7
27/03/2021 09:24:31,2.1
27/03/2021 09:24:35,2.46
27/03/2021 09:24:37,2.21
27/03/2021 09:24:43,1.94
27/03/2021 09:24:45,1.48
27/03/2021 09:24:50,1.32
27/03/2021 09:24:51,1.69
27/03/2021 09:24:58,2.06
27/03/2021 09:24:59,2.55
27/03/2021 09:25:07,3.0
27/03/2021 09:25:15,3.28
27/03/2021 09:25:18,3.49
27/03/2021 09:25:21,3.02
27/03/2021 09:25:23,2.78
27/03/2021 09:25:26,3.22
27/03/2021 09:25:27,3.55
27/03/2021 09:25:34,4.02
27/03/2021 09:25:36,4.5
27/03/2021 09:25:38,4.86
27/03/2021 09:25:40,5.23
27/03/2021 09:25:43,5.38
27/03/2021 09:25:49,5.85
27/03/2021 09:25:56,6.23
27/03/2021 09:25:59,5.84
27/03/2021 09:26:05,6.29
27/03/2021 09:26:07,6.17
27/03/2021 09:26:13,6.65
27/03/2021 09:26:16,6.16
27/03/2021 09:26:20,6.47
27/03/2021 09:26:24,6.96
27/03/2021 09:26:30,7.09
27/03/2021 09:26:34,7.42
27/03/2021 09:26:39,7.76
27/03/2021 09:26:41,8.08
27/03/2021 09:26:47,8.5
27/03/2021 09:26:50,8.96
27/03/2021 09:26:55,8.79
27/03/2021 09:26:59,8.97
27/03/2021 09:27:04,9.38
27/03/2021 09:27:07,9.73
27/03/2021 09:27:10,9.51
27/03/2021 09:27:14,9.08
27/03/2021 09:27:16,8.79
27/03/2021 09:27:21,8.37
27/03/2021 09:27:25,7.87
27/03/2021 09:27:27,8.33
27/03/2021 09:27:30,8.61
27/03/2021 09:27:31,8.79
27/03/2021 09:27:33,9.02
27/03/2021 09:27:37,9.17
27/03/2021 09:27:42,8.99
27/03/2021 09:27:48,8.57
27/03/2021 09:27:49,8.31
27/03/2021 09:27:55,8.59
27/03/2021 09:27:56,8.12
27/03/2021 09:28:01,7.84
27/03/2021 09:28:09,7.46
27/03/2021 09:28:10,7.82
27/03/2021 09:28:13,8.3
27/03/2021 09:28:16,8.77
27/03/2021 09:28:19,8.97
27/03/2021 09:28:25,9.42
27/03/2021 09:28:26,9.06
27/03/2021 09:28:29,8.69
27/03/2021 09:28:33,8.34
27/03/2021 09:28:39,8.52
27/03/2021 09:28:41,8.71
27/03/2021 09:28:43,9.08
27/03/2021 09:28:49,8.77
27/03/2021 09:28:56,8.39
27/03/2021 09:28:59,7.93
27/03/2021 09:29:05,8.05
27/03/2021 09:29:08,8.42
27/03/2021 09:29:14,8.57
27/03/2021 09:29:15,8.81
27/03/2021 09:29:21,8.99
27/03/2021 09:29:25,9.11
27/03/2021 09:29:28,9.24
27/03/2021 09:29:33,9.09
27/03/2021 09:29:41,9.47
27/03/2021 09:29:47,9.14
27/03/2021 09:29:50,8.72
27/03/2021 09:29:56,8.52
27/03/2021 09:29:59,8.67
27/03/2021 09:30:04,8.79
27/03/2021 09:30:05,9.26
27/03/2021 09:30:12,9.71
27/03/2021 09:30:15,10.16
27/03/2021 09:30:20,10.47
27/03/2021 09:30:25,10.22
27/03/2021 09:30:31,9.78
27/03/2021 09:30:34,9.36
27/03/2021 09:30:38,9.85
27/03/2021 09:30:41,10.14
27/03/2021 09:30:49,10.3
27/03/2021 09:30:51,10.01
27/03/2021 09:30:59,9.76
27/03/2021 09:31:01,9.55
27/03/2021 09:31:10,9.82
27/03/2021 09:31:18,9.96
27/03/2021 09:31:21,9.5
27/03/2021 09:31:26,9.2
27/03/2021 09:31:29,8.72
27/03/2021 09:31:32,8.41
27/03/2021 09:31:39,8.14
27/03/2021 09:31:45,7.81
27/03/2021 09:31:52,7.71
27/03/2021 09:32:00,7.22
27/03/2021 09:32:05,6.86
27/03/2021 09:32:07,6.72
27/03/2021 09:32:10,7.22
27/03/2021 09:32:13,6.76
27/03/2021 09:32:14,6.29
27/03/2021 09:32:16,6.11
27/03/2021 09:32:22,6.42
27/03/2021 09:32:23,6.9
27/03/2021 09:32:25,6.79
27/03/2021 09:32:27,6.29
27/03/2021 09:32:30,6.11
27/03/2021 09:32:35,6.54
27/03/2021 09:32:40,6.88
27/03/2021 09:32:47,7.06
27/03/2021 09:32:52,7.23
27/03/2021 09:32:58,7.66
27/03/2021 09:33:00,7.83
27/03/2021 09:33:06,8.13
27/03/2021 09:33:13,7.77
27/03/2021 09:33:16,8.25
27/03/2021 09:33:40,8.42
27/03/2021 09:33:41,8.65
27/03/2021 09:33:43,9.1
27/03/2021 09:33:45,9.54
27/03/2021 09:33:47,9.99
27/03/2021 09:33:48,10.48
