time,PM2.5
03/04/2021 10:02:03,0.0
03/04/2021 10:02:04,0.06
03/04/2021 10:02:05,0.119
03/04/2021 10:02:06,0.179
03/04/2021 10:02:07,0.239
03/04/2021 10:02:08,0.299
03/04/2021 10:02:09,0.358
03/04/2021 10:02:10,0.418
03/04/2021 10:02:11,0.478
03/04/2021 10:02:13,0.537
03/04/2021 10:02:16,0.597
03/04/2021 10:02:19,0.657
03/04/2021 10:02:23,0.716
03/04/2021 10:02:24,0.776
03/04/2021 10:02:26,0.836
03/04/2021 10:02:28,0.896
03/04/2021 10:02:29,0.955
03/04/2021 10:02:32,1.015
03/04/2021 10:02:38,1.075
03/04/2021 10:02:42,1.134
03/04/2021 10:02:45,1.194
03/04/2021 10:02:50,1.254
03/04/2021 10:02:53,1.313
03/04/2021 10:02:56,1.373
03/04/2021 10:02:59,1.433
03/04/2021 10:03:05,1.493
03/04/2021 10:03:06,1.552
03/04/2021 10:03:10,1.612
03/04/2021 10:03:13,1.672
03/04/2021 10:03:19,1.731
03/04/2021 10:03:22,1.791
03/04/2021 10:03:28,1.851
03/04/2021 10:03:29,1.91
03/04/2021 10:03:35,1.97
03/04/2021 10:03:39,2.03
03/04/2021 10:03:45,2.09
03/04/2021 10:03:46,2.149
03/04/2021 10:03:53,2.209
03/04/2021 10:03:55,2.269
03/04/2021 10:04:02,2.328
03/04/2021 10:04:04,2.388
03/04/2021 10:04:07,2.448
03/04/2021 10:04:12,2.507
03/04/2021 10:04:17,2.567
03/04/2021 10:04:21,2.627
03/04/2021 10:04:25,2.687
03/04/2021 10:04:26,2.746
03/04/2021 10:04:28,2.806
03/04/2021 10:04:29,2.866
03/04/2021 10:04:31,2.925
03/04/2021 10:04:34,2.985
03/04/2021 10:04:37,3.045
03/04/2021 10:04:42,3.104
03/04/2021 10:04:44,3.164
03/04/2021 10:04:48,3.224
03/04/2021 10:04:51,3.284
03/04/2021 10:04:58,3.343
03/04/2021 10:05:04,3.403
03/04/2021 10:05:06,3.463
03/04/2021 10:05:08,3.522
03/04/2021 10:05:12,3.582
03/04/2021 10:05:17,3.642
03/04/2021 10:05:19,3.701
03/04/2021 10:05:24,3.761
03/04/2021 10:05:25,3.821
03/04/2021 10:05:31,3.881
03/04/2021 10:05:33,3.94
03/04/2021 10:05:40,4.0
03/04/2021 10:05:47,4.06
03/04/2021 10:05:50,4.119
03/04/2021 10:05:56,4.179
03/04/2021 10:06:00,4.239
03/04/2021 10:06:05,4.299
03/04/2021 10:06:09,4.358
03/04/2021 10:06:16,4.418
03/04/2021 10:06:17,4.478
03/04/2021 10:06:18,4.537
03/04/2021 10:06:20,4.597
03/04/2021 10:06:25,4.657
03/04/2021 10:06:32,4.716
03/04/2021 10:06:33,4.776
03/04/2021 10:06:40,4.836
03/04/2021 10:06:41,4.896
03/04/2021 10:06:42,4.955
03/04/2021 10:06:49,5.015
03/04/2021 10:06:56,5.075
03/04/2021 10:07:01,5.134
03/04/2021 10:07:08,5.194
03/04/2021 10:07:12,5.254
03/04/2021 10:07:18,5.313
03/04/2021 10:07:20,5.373
03/04/2021 10:07:27,5.433
03/04/2021 10:07:29,5.493
03/04/2021 10:07:34,5.552
03/04/2021 10:07:37,5.612
03/04/2021 10:07:38,5.672
03/04/2021 10:07:42,5.731
03/04/2021 10:07:44,5.791
03/04/2021 10:07:46,5.851
03/04/2021 10:07:52,5.91
03/04/2021 10:07:58,5.97
03/04/2021 10:08:00,6.03
03/04/2021 10:08:07,6.09
03/04/2021 10:08:08,6.149
03/04/2021 10:08:14,6.209
03/04/2021 10:08:17,6.269
03/04/2021 10:08:18,6.328
03/04/2021 10:08:26,6.388
03/04/2021 10:08:28,6.448
03/04/2021 10:08:35,6.507
03/04/2021 10:08:38,6.567
03/04/2021 10:08:45,6.627
03/04/2021 10:08:48,6.687
03/04/2021 10:08:55,6.746
03/04/2021 10:08:58,6.806
03/04/2021 10:09:05,6.866
03/04/2021 10:09:07,6.925
03/04/2021 10:09:10,6.985
03/04/2021 10:09:12,7.045
03/04/2021 10:09:13,7.104
03/04/2021 10:09:24,7.164
03/04/2021 10:09:26,7.224
03/04/2021 10:09:29,7.284
03/04/2021 10:09:31,7.343
03/04/2021 10:09:35,7.403
03/04/2021 10:09:38,7.463
03/04/2021 10:09:43,7.522
03/04/2021 10:09:47,7.582
03/04/2021 10:09:53,7.642
03/04/2021 10:09:55,7.701
03/04/2021 10:10:02,7.761
03/04/2021 10:10:04,7.821
03/04/2021 10:10:09,7.881
03/04/2021 10:10:11,7.94
03/04/2021 10:10:18,8.0
03/04/2021 10:10:20,8.06
03/04/2021 10:10:23,8.119
03/04/2021 10:10:25,8.179
03/04/2021 10:10:31,8.239
03/04/2021 10:10:32,8.299
03/04/2021 10:10:38,8.358
03/04/2021 10:10:42,8.418
03/04/2021 10:10:45,8.478
03/04/2021 10:10:50,8.537
03/04/2021 10:10:56,8.597
03/04/2021 10:10:58,8.657
03/04/2021 10:11:01,8.716
03/04/2021 10:11:07,8.776
03/04/2021 10:11:13,8.836
03/04/2021 10:11:14,8.896
03/04/2021 10:11:19,8.955
03/04/2021 10:11:22,9.015
03/04/2021 10:11:28,9.075
03/04/2021 10:11:31,9.134
03/04/2021 10:11:35,9.194
03/04/2021 10:11:38,9.254
03/04/2021 10:11:44,9.313
03/04/2021 10:11:49,9.373
03/04/2021 10:11:52,9.433
03/04/2021 10:12:05,9.493
03/04/2021 10:12:13,9.552
03/04/2021 10:12:16,9.612
03/04/2021 10:12:23,9.672
03/04/2021 10:12:30,9.731
03/04/2021 10:12:42,9.791
