time,PM2.5
03/04/2021 10:02:03,1
03/04/2021 10:02:04,1
03/04/2021 10:02:05,1
03/04/2021 10:02:06,1
03/04/2021 10:02:07,1
03/04/2021 10:02:08,1
03/04/2021 10:02:09,1
03/04/2021 10:02:10,1
03/04/2021 10:02:11,1
03/04/2021 10:02:13,1
03/04/2021 10:02:16,1
03/04/2021 10:02:19,1
03/04/2021 10:02:23,1
03/04/2021 10:02:24,1
03/04/2021 10:02:26,1
03/04/2021 10:02:28,1
03/04/2021 10:02:29,1
03/04/2021 10:02:32,1
03/04/2021 10:02:38,1
03/04/2021 10:02:42,1
03/04/2021 10:02:45,1
03/04/2021 10:02:50,1
03/04/2021 10:02:53,1
03/04/2021 10:02:56,1
03/04/2021 10:02:59,1
03/04/2021 10:03:05,1
03/04/2021 10:03:06,1
03/04/2021 10:03:10,1
03/04/2021 10:03:13,1
03/04/2021 10:03:19,1
03/04/2021 10:03:22,1
03/04/2021 10:03:28,1
03/04/2021 10:03:29,1
03/04/2021 10:03:35,1
03/04/2021 10:03:39,1
03/04/2021 10:03:45,1
03/04/2021 10:03:46,1
03/04/2021 10:03:53,1
03/04/2021 10:03:55,1
03/04/2021 10:04:02,1
03/04/2021 10:04:04,1
03/04/2021 10:04:07,1
03/04/2021 10:04:12,1
03/04/2021 10:04:17,1
03/04/2021 10:04:21,1
03/04/2021 10:04:25,1
03/04/2021 10:04:26,1
03/04/2021 10:04:28,1
03/04/2021 10:04:29,1
03/04/2021 10:04:31,1
03/04/2021 10:04:34,1
03/04/2021 10:04:37,1
03/04/2021 10:04:42,1
03/04/2021 10:04:44,1
03/04/2021 10:04:48,1
03/04/2021 10:04:51,1
03/04/2021 10:04:58,1
03/04/2021 10:05:04,1
03/04/2021 10:05:06,1
03/04/2021 10:05:08,1
03/04/2021 10:05:12,2
03/04/2021 10:05:17,2
03/04/2021 10:05:19,2
03/04/2021 10:05:24,2
03/04/2021 10:05:25,2
03/04/2021 10:05:31,2
03/04/2021 10:05:33,2
03/04/2021 10:05:40,2
03/04/2021 10:05:47,2
03/04/2021 10:05:50,2
03/04/2021 10:05:56,2
03/04/2021 10:06:00,2
03/04/2021 10:06:05,2
03/04/2021 10:06:09,2
03/04/2021 10:06:16,2
03/04/2021 10:06:17,2
03/04/2021 10:06:18,2
03/04/2021 10:06:20,2
03/04/2021 10:06:25,2
03/04/2021 10:06:32,2
03/04/2021 10:06:33,2
03/04/2021 10:06:40,2
03/04/2021 10:06:41,2
03/04/2021 10:06:42,2
03/04/2021 10:06:49,2
03/04/2021 10:06:56,2
03/04/2021 10:07:01,2
03/04/2021 10:07:08,2
03/04/2021 10:07:12,2
03/04/2021 10:07:18,2
03/04/2021 10:07:20,2
03/04/2021 10:07:27,2
03/04/2021 10:07:29,2
03/04/2021 10:07:34,2
